image_path,person_id,label,split
test/052_forg/01_0106052.PNG,52,1,test
test/052_forg/01_0109052.PNG,52,1,test
test/052_forg/01_0207052.PNG,52,1,test
test/052_forg/01_0210052.PNG,52,1,test
test/052_forg/02_0106052.PNG,52,1,test
test/052_forg/02_0109052.PNG,52,1,test
test/052_forg/02_0207052.PNG,52,1,test
test/052_forg/02_0210052.PNG,52,1,test
test/052_forg/03_0106052.PNG,52,1,test
test/052_forg/03_0109052.PNG,52,1,test
test/052_forg/03_0207052.PNG,52,1,test
test/052_forg/03_0210052.PNG,52,1,test
test/052_forg/04_0106052.PNG,52,1,test
test/052_forg/04_0109052.PNG,52,1,test
test/052_forg/04_0207052.PNG,52,1,test
test/052_forg/04_0210052.PNG,52,1,test
test/053/01_053.png,53,0,test
test/053/02_053.png,53,0,test
test/053/03_053.png,53,0,test
test/053/04_053.png,53,0,test
test/053/05_053.png,53,0,test
test/053/06_053.png,53,0,test
test/053/07_053.png,53,0,test
test/053/08_053.png,53,0,test
test/053/09_053.png,53,0,test
test/053/10_053.png,53,0,test
test/053/11_053.png,53,0,test
test/053/12_053.png,53,0,test
test/053_forg/01_0107053.PNG,53,1,test
test/053_forg/01_0115053.PNG,53,1,test
test/053_forg/01_0202053.PNG,53,1,test
test/053_forg/01_0207053.PNG,53,1,test
test/053_forg/02_0107053.PNG,53,1,test
test/053_forg/02_0115053.PNG,53,1,test
test/053_forg/02_0202053.PNG,53,1,test
test/053_forg/02_0207053.PNG,53,1,test
test/053_forg/03_0107053.PNG,53,1,test
test/053_forg/03_0115053.PNG,53,1,test
test/053_forg/03_0202053.PNG,53,1,test
test/053_forg/03_0207053.PNG,53,1,test
test/053_forg/04_0107053.PNG,53,1,test
test/053_forg/04_0115053.PNG,53,1,test
test/053_forg/04_0202053.PNG,53,1,test
test/053_forg/04_0207053.PNG,53,1,test
test/054/01_054.png,54,0,test
test/054/02_054.png,54,0,test
test/054/03_054.png,54,0,test
test/054/04_054.png,54,0,test
test/054/05_054.png,54,0,test
test/054/06_054.png,54,0,test
test/054/07_054.png,54,0,test
test/054/08_054.png,54,0,test
test/054/09_054.png,54,0,test
test/054/10_054.png,54,0,test
test/054/11_054.png,54,0,test
test/054/12_054.png,54,0,test
test/054_forg/01_0102054.PNG,54,1,test
test/054_forg/01_0124054.PNG,54,1,test
test/054_forg/01_0207054.PNG,54,1,test
test/054_forg/01_0208054.PNG,54,1,test
test/054_forg/01_0214054.PNG,54,1,test
test/054_forg/02_0102054.PNG,54,1,test
test/054_forg/02_0124054.PNG,54,1,test
test/054_forg/02_0207054.PNG,54,1,test
test/054_forg/02_0208054.PNG,54,1,test
test/054_forg/02_0214054.PNG,54,1,test
test/054_forg/03_0102054.PNG,54,1,test
test/054_forg/03_0124054.PNG,54,1,test
test/054_forg/03_0207054.PNG,54,1,test
test/054_forg/03_0208054.PNG,54,1,test
test/054_forg/03_0214054.PNG,54,1,test
test/054_forg/04_0102054.PNG,54,1,test
test/054_forg/04_0124054.PNG,54,1,test
test/054_forg/04_0207054.PNG,54,1,test
test/054_forg/04_0208054.PNG,54,1,test
test/054_forg/04_0214054.PNG,54,1,test
test/055/01_055.png,55,0,test
test/055/02_055.png,55,0,test
test/055/03_055.png,55,0,test
test/055/04_055.png,55,0,test
test/055/05_055.png,55,0,test
test/055/06_055.png,55,0,test
test/055/07_055.png,55,0,test
test/055/08_055.png,55,0,test
test/055/09_055.png,55,0,test
test/055/10_055.png,55,0,test
test/055/11_055.png,55,0,test
test/055/12_055.png,55,0,test
test/055_forg/01_0118055.PNG,55,1,test
test/055_forg/01_0120055.PNG,55,1,test
test/055_forg/01_0202055.PNG,55,1,test
test/055_forg/02_0118055.PNG,55,1,test
test/055_forg/02_0120055.PNG,55,1,test
test/055_forg/02_0202055.PNG,55,1,test
test/055_forg/03_0118055.PNG,55,1,test
test/055_forg/03_0120055.PNG,55,1,test
test/055_forg/03_0202055.PNG,55,1,test
test/055_forg/04_0118055.PNG,55,1,test
test/055_forg/04_0120055.PNG,55,1,test
test/055_forg/04_0202055.PNG,55,1,test
test/056/01_056.png,56,0,test
test/056/02_056.png,56,0,test
test/056/03_056.png,56,0,test
test/056/04_056.png,56,0,test
test/056/05_056.png,56,0,test
test/056/06_056.png,56,0,test
test/056/07_056.png,56,0,test
test/056/08_056.png,56,0,test
test/056/09_056.png,56,0,test
test/056/10_056.png,56,0,test
test/056/11_056.png,56,0,test
test/056/12_056.png,56,0,test
test/056_forg/01_0105056.PNG,56,1,test
test/056_forg/01_0115056.PNG,56,1,test
test/056_forg/02_0105056.PNG,56,1,test
test/056_forg/02_0115056.PNG,56,1,test
test/056_forg/03_0105056.PNG,56,1,test
test/056_forg/03_0115056.PNG,56,1,test
test/056_forg/04_0105056.PNG,56,1,test
test/056_forg/04_0115056.PNG,56,1,test
test/057/01_057.png,57,0,test
test/057/02_057.png,57,0,test
test/057/03_057.png,57,0,test
test/057/04_057.png,57,0,test
test/057/05_057.png,57,0,test
test/057/06_057.png,57,0,test
test/057/07_057.png,57,0,test
test/057/08_057.png,57,0,test
test/057/09_057.png,57,0,test
test/057/10_057.png,57,0,test
test/057/11_057.png,57,0,test
test/057/12_057.png,57,0,test
test/057_forg/01_0117057.PNG,57,1,test
test/057_forg/01_0208057.PNG,57,1,test
test/057_forg/01_0210057.PNG,57,1,test
test/057_forg/02_0117057.PNG,57,1,test
test/057_forg/02_0208057.PNG,57,1,test
test/057_forg/02_0210057.PNG,57,1,test
test/057_forg/03_0117057.PNG,57,1,test
test/057_forg/03_0208057.PNG,57,1,test
test/057_forg/03_0210057.PNG,57,1,test
test/057_forg/04_0117057.PNG,57,1,test
test/057_forg/04_0208057.PNG,57,1,test
test/057_forg/04_0210057.PNG,57,1,test
test/058/01_058.png,58,0,test
test/058/02_058.png,58,0,test
test/058/03_058.png,58,0,test
test/058/04_058.png,58,0,test
test/058/05_058.png,58,0,test
test/058/06_058.png,58,0,test
test/058/07_058.png,58,0,test
test/058/08_058.png,58,0,test
test/058/09_058.png,58,0,test
test/058/10_058.png,58,0,test
test/058/11_058.png,58,0,test
test/058/12_058.png,58,0,test
test/058_forg/01_0109058.PNG,58,1,test
test/058_forg/01_0110058.PNG,58,1,test
test/058_forg/01_0125058.PNG,58,1,test
test/058_forg/01_0127058.PNG,58,1,test
test/058_forg/02_0109058.PNG,58,1,test
test/058_forg/02_0110058.PNG,58,1,test
test/058_forg/02_0125058.PNG,58,1,test
test/058_forg/02_0127058.PNG,58,1,test
test/058_forg/03_0109058.PNG,58,1,test
test/058_forg/03_0110058.PNG,58,1,test
test/058_forg/03_0125058.PNG,58,1,test
test/058_forg/03_0127058.PNG,58,1,test
test/058_forg/04_0109058.PNG,58,1,test
test/058_forg/04_0110058.PNG,58,1,test
test/058_forg/04_0125058.PNG,58,1,test
test/058_forg/04_0127058.PNG,58,1,test
test/059/01_059.png,59,0,test
test/059/02_059.png,59,0,test
test/059/03_059.png,59,0,test
test/059/04_059.png,59,0,test
test/059/05_059.png,59,0,test
test/059/06_059.png,59,0,test
test/059/07_059.png,59,0,test
test/059/08_059.png,59,0,test
test/059/09_059.png,59,0,test
test/059/10_059.png,59,0,test
test/059/11_059.png,59,0,test
test/059/12_059.png,59,0,test
test/059_forg/01_0104059.PNG,59,1,test
test/059_forg/01_0125059.PNG,59,1,test
test/059_forg/02_0104059.PNG,59,1,test
test/059_forg/02_0125059.PNG,59,1,test
test/059_forg/03_0104059.PNG,59,1,test
test/059_forg/03_0125059.PNG,59,1,test
test/059_forg/04_0104059.PNG,59,1,test
test/059_forg/04_0125059.PNG,59,1,test
test/060/01_060.png,60,0,test
test/060/02_060.png,60,0,test
test/060/03_060.png,60,0,test
test/060/04_060.png,60,0,test
test/060/05_060.png,60,0,test
test/060/06_060.png,60,0,test
test/060/07_060.png,60,0,test
test/060/08_060.png,60,0,test
test/060/09_060.png,60,0,test
test/060/10_060.png,60,0,test
test/060/11_060.png,60,0,test
test/060/12_060.png,60,0,test
test/060_forg/01_0111060.PNG,60,1,test
test/060_forg/01_0121060.PNG,60,1,test
test/060_forg/01_0126060.PNG,60,1,test
test/060_forg/02_0111060.PNG,60,1,test
test/060_forg/02_0121060.PNG,60,1,test
test/060_forg/02_0126060.PNG,60,1,test
test/060_forg/03_0111060.PNG,60,1,test
test/060_forg/03_0121060.PNG,60,1,test
test/060_forg/03_0126060.PNG,60,1,test
test/060_forg/04_0111060.PNG,60,1,test
test/060_forg/04_0121060.PNG,60,1,test
test/060_forg/04_0126060.PNG,60,1,test
test/061/01_061.png,61,0,test
test/061/02_061.png,61,0,test
test/061/03_061.png,61,0,test
test/061/04_061.png,61,0,test
test/061/05_061.png,61,0,test
test/061/06_061.png,61,0,test
test/061/07_061.png,61,0,test
test/061/08_061.png,61,0,test
test/061/09_061.png,61,0,test
test/061/10_061.png,61,0,test
test/061/11_061.png,61,0,test
test/061/12_061.png,61,0,test
test/061_forg/01_0102061.PNG,61,1,test
test/061_forg/01_0112061.PNG,61,1,test
test/061_forg/01_0206061.PNG,61,1,test
test/061_forg/02_0102061.PNG,61,1,test
test/061_forg/02_0112061.PNG,61,1,test
test/061_forg/02_0206061.PNG,61,1,test
test/061_forg/03_0102061.PNG,61,1,test
test/061_forg/03_0112061.PNG,61,1,test
test/061_forg/03_0206061.PNG,61,1,test
test/061_forg/04_0102061.PNG,61,1,test
test/061_forg/04_0112061.PNG,61,1,test
test/061_forg/04_0206061.PNG,61,1,test
test/062/01_062.png,62,0,test
test/062/02_062.png,62,0,test
test/062/03_062.png,62,0,test
test/062/04_062.png,62,0,test
test/062/05_062.png,62,0,test
test/062/06_062.png,62,0,test
test/062/07_062.png,62,0,test
test/062/08_062.png,62,0,test
test/062/09_062.png,62,0,test
test/062/10_062.png,62,0,test
test/062/11_062.png,62,0,test
test/062/12_062.png,62,0,test
test/062_forg/01_0109062.PNG,62,1,test
test/062_forg/01_0116062.PNG,62,1,test
test/062_forg/01_0201062.PNG,62,1,test
test/062_forg/02_0109062.PNG,62,1,test
test/062_forg/02_0116062.PNG,62,1,test
test/062_forg/02_0201062.PNG,62,1,test
test/062_forg/03_0109062.PNG,62,1,test
test/062_forg/03_0116062.PNG,62,1,test
test/062_forg/03_0201062.PNG,62,1,test
test/062_forg/04_0109062.PNG,62,1,test
test/062_forg/04_0116062.PNG,62,1,test
test/062_forg/04_0201062.PNG,62,1,test
test/063/01_063.png,63,0,test
test/063/02_063.png,63,0,test
test/063/03_063.png,63,0,test
test/063/04_063.png,63,0,test
test/063/05_063.png,63,0,test
test/063/06_063.png,63,0,test
test/063/07_063.png,63,0,test
test/063/08_063.png,63,0,test
test/063/09_063.png,63,0,test
test/063/10_063.png,63,0,test
test/063/11_063.png,63,0,test
test/063/12_063.png,63,0,test
test/063_forg/01_0104063.PNG,63,1,test
test/063_forg/01_0108063.PNG,63,1,test
test/063_forg/01_0119063.PNG,63,1,test
test/063_forg/02_0104063.PNG,63,1,test
test/063_forg/02_0108063.PNG,63,1,test
test/063_forg/02_0119063.PNG,63,1,test
test/063_forg/03_0104063.PNG,63,1,test
test/063_forg/03_0108063.PNG,63,1,test
test/063_forg/03_0119063.PNG,63,1,test
test/063_forg/04_0104063.PNG,63,1,test
test/063_forg/04_0108063.PNG,63,1,test
test/063_forg/04_0119063.PNG,63,1,test
test/064/01_064.png,64,0,test
test/064/02_064.png,64,0,test
test/064/03_064.png,64,0,test
test/064/04_064.png,64,0,test
test/064/05_064.png,64,0,test
test/064/06_064.png,64,0,test
test/064/07_064.png,64,0,test
test/064/08_064.png,64,0,test
test/064/09_064.png,64,0,test
test/064/10_064.png,64,0,test
test/064/11_064.png,64,0,test
test/064/12_064.png,64,0,test
test/064_forg/01_0105064.PNG,64,1,test
test/064_forg/01_0203064.PNG,64,1,test
test/064_forg/02_0105064.PNG,64,1,test
test/064_forg/02_0203064.PNG,64,1,test
test/064_forg/03_0105064.PNG,64,1,test
test/064_forg/03_0203064.PNG,64,1,test
test/064_forg/04_0105064.PNG,64,1,test
test/064_forg/04_0203064.PNG,64,1,test
test/065/01_065.png,65,0,test
test/065/02_065.png,65,0,test
test/065/03_065.png,65,0,test
test/065/04_065.png,65,0,test
test/065/05_065.png,65,0,test
test/065/06_065.png,65,0,test
test/065/07_065.png,65,0,test
test/065/08_065.png,65,0,test
test/065/09_065.png,65,0,test
test/065/10_065.png,65,0,test
test/065/11_065.png,65,0,test
test/065/12_065.png,65,0,test
test/065_forg/01_0118065.PNG,65,1,test
test/065_forg/01_0206065.PNG,65,1,test
test/065_forg/02_0118065.PNG,65,1,test
test/065_forg/02_0206065.PNG,65,1,test
test/065_forg/03_0118065.PNG,65,1,test
test/065_forg/03_0206065.PNG,65,1,test
test/065_forg/04_0118065.PNG,65,1,test
test/065_forg/04_0206065.PNG,65,1,test
test/066/01_066.png,66,0,test
test/066/02_066.png,66,0,test
test/066/03_066.png,66,0,test
test/066/04_066.png,66,0,test
test/066/05_066.png,66,0,test
test/066/06_066.png,66,0,test
test/066/07_066.png,66,0,test
test/066/08_066.png,66,0,test
test/066/09_066.png,66,0,test
test/066/10_066.png,66,0,test
test/066/11_066.png,66,0,test
test/066/12_066.png,66,0,test
test/066_forg/01_0101066.PNG,66,1,test
test/066_forg/01_0127066.PNG,66,1,test
test/066_forg/01_0211066.PNG,66,1,test
test/066_forg/01_0212066.PNG,66,1,test
test/066_forg/02_0101066.PNG,66,1,test
test/066_forg/02_0127066.PNG,66,1,test
test/066_forg/02_0211066.PNG,66,1,test
test/066_forg/02_0212066.PNG,66,1,test
test/066_forg/03_0101066.PNG,66,1,test
test/066_forg/03_0127066.PNG,66,1,test
test/066_forg/03_0211066.PNG,66,1,test
test/066_forg/03_0212066.PNG,66,1,test
test/066_forg/04_0101066.PNG,66,1,test
test/066_forg/04_0127066.PNG,66,1,test
test/066_forg/04_0211066.PNG,66,1,test
test/066_forg/04_0212066.PNG,66,1,test
test/067/01_067.png,67,0,test
test/067/02_067.png,67,0,test
test/067/03_067.png,67,0,test
test/067/04_067.png,67,0,test
test/067/05_067.png,67,0,test
test/067/06_067.png,67,0,test
test/067/07_067.png,67,0,test
test/067/08_067.png,67,0,test
test/067/09_067.png,67,0,test
test/067/10_067.png,67,0,test
test/067/11_067.png,67,0,test
test/067/12_067.png,67,0,test
test/067_forg/01_0205067.PNG,67,1,test
test/067_forg/01_0212067.PNG,67,1,test
test/067_forg/02_0205067.PNG,67,1,test
test/067_forg/02_0212067.PNG,67,1,test
test/067_forg/03_0205067.PNG,67,1,test
test/067_forg/03_0212067.PNG,67,1,test
test/067_forg/04_0205067.PNG,67,1,test
test/067_forg/04_0212067.PNG,67,1,test
test/068/01_068.png,68,0,test
test/068/02_068.png,68,0,test
test/068/03_068.png,68,0,test
test/068/04_068.png,68,0,test
test/068/05_068.png,68,0,test
test/068/06_068.png,68,0,test
test/068/07_068.png,68,0,test
test/068/08_068.png,68,0,test
test/068/09_068.png,68,0,test
test/068/10_068.png,68,0,test
test/068/11_068.png,68,0,test
test/068/12_068.png,68,0,test
test/068_forg/01_0113068.PNG,68,1,test
test/068_forg/01_0124068.PNG,68,1,test
test/068_forg/02_0113068.PNG,68,1,test
test/068_forg/02_0124068.PNG,68,1,test
test/068_forg/03_0113068.PNG,68,1,test
test/068_forg/03_0124068.PNG,68,1,test
test/068_forg/04_0113068.PNG,68,1,test
test/068_forg/04_0124068.PNG,68,1,test
test/069/01_069.png,69,0,test
test/069/02_069.png,69,0,test
test/069/03_069.png,69,0,test
test/069/04_069.png,69,0,test
test/069/05_069.png,69,0,test
test/069/06_069.png,69,0,test
test/069/07_069.png,69,0,test
test/069/08_069.png,69,0,test
test/069/09_069.png,69,0,test
test/069/10_069.png,69,0,test
test/069/11_069.png,69,0,test
test/069/12_069.png,69,0,test
test/069_forg/01_0106069.PNG,69,1,test
test/069_forg/01_0108069.PNG,69,1,test
test/069_forg/01_0111069.PNG,69,1,test
test/069_forg/02_0106069.PNG,69,1,test
test/069_forg/02_0108069.PNG,69,1,test
test/069_forg/02_0111069.PNG,69,1,test
test/069_forg/03_0106069.PNG,69,1,test
test/069_forg/03_0108069.PNG,69,1,test
test/069_forg/03_0111069.PNG,69,1,test
test/069_forg/04_0106069.PNG,69,1,test
test/069_forg/04_0108069.PNG,69,1,test
test/069_forg/04_0111069.PNG,69,1,test
train/001/001_01.PNG,1,0,train
train/001/001_02.PNG,1,0,train
train/001/001_03.PNG,1,0,train
train/001/001_04.PNG,1,0,train
train/001/001_05.PNG,1,0,train
train/001/001_06.PNG,1,0,train
train/001/001_07.PNG,1,0,train
train/001/001_08.PNG,1,0,train
train/001/001_09.PNG,1,0,train
train/001/001_10.PNG,1,0,train
train/001/001_11.PNG,1,0,train
train/001/001_12.PNG,1,0,train
train/001/001_13.PNG,1,0,train
train/001/001_14.PNG,1,0,train
train/001/001_15.PNG,1,0,train
train/001/001_16.PNG,1,0,train
train/001/001_17.PNG,1,0,train
train/001/001_18.PNG,1,0,train
train/001/001_19.PNG,1,0,train
train/001/001_20.PNG,1,0,train
train/001/001_21.PNG,1,0,train
train/001/001_22.PNG,1,0,train
train/001/001_23.PNG,1,0,train
train/001/001_24.PNG,1,0,train
train/001_forg/0119001_01.png,1,1,train
train/001_forg/0119001_02.png,1,1,train
train/001_forg/0119001_03.png,1,1,train
train/001_forg/0119001_04.png,1,1,train
train/001_forg/0201001_01.png,1,1,train
train/001_forg/0201001_02.png,1,1,train
train/001_forg/0201001_03.png,1,1,train
train/001_forg/0201001_04.png,1,1,train
train/002/002_01.PNG,2,0,train
train/002/002_02.PNG,2,0,train
train/002/002_03.PNG,2,0,train
train/002/002_04.PNG,2,0,train
train/002/002_05.PNG,2,0,train
train/002/002_06.PNG,2,0,train
train/002/002_07.PNG,2,0,train
train/002/002_08.PNG,2,0,train
train/002/002_09.PNG,2,0,train
train/002/002_10.PNG,2,0,train
train/002/002_11.PNG,2,0,train
train/002/002_12.PNG,2,0,train
train/002/002_13.PNG,2,0,train
train/002/002_14.PNG,2,0,train
train/002/002_15.PNG,2,0,train
train/002/002_16.PNG,2,0,train
train/002/002_17.PNG,2,0,train
train/002/002_18.PNG,2,0,train
train/002/002_19.PNG,2,0,train
train/002/002_20.PNG,2,0,train
train/002/002_21.PNG,2,0,train
train/002/002_22.PNG,2,0,train
train/002/002_23.PNG,2,0,train
train/002/002_24.PNG,2,0,train
train/002_forg/0108002_01.png,2,1,train
train/002_forg/0108002_02.png,2,1,train
train/002_forg/0108002_03.png,2,1,train
train/002_forg/0108002_04.png,2,1,train
train/002_forg/0110002_01.png,2,1,train
train/002_forg/0110002_02.png,2,1,train
train/002_forg/0110002_03.png,2,1,train
train/002_forg/0110002_04.png,2,1,train
train/002_forg/0118002_01.png,2,1,train
train/002_forg/0118002_02.png,2,1,train
train/002_forg/0118002_03.png,2,1,train
train/002_forg/0118002_04.png,2,1,train
train/003/003_01.PNG,3,0,train
train/003/003_02.PNG,3,0,train
train/003/003_03.PNG,3,0,train
train/003/003_04.PNG,3,0,train
train/003/003_05.PNG,3,0,train
train/003/003_06.PNG,3,0,train
train/003/003_07.PNG,3,0,train
train/003/003_08.PNG,3,0,train
train/003/003_09.PNG,3,0,train
train/003/003_10.PNG,3,0,train
train/003/003_11.PNG,3,0,train
train/003/003_12.PNG,3,0,train
train/003/003_13.PNG,3,0,train
train/003/003_14.PNG,3,0,train
train/003/003_15.PNG,3,0,train
train/003/003_16.PNG,3,0,train
train/003/003_17.PNG,3,0,train
train/003/003_18.PNG,3,0,train
train/003/003_19.PNG,3,0,train
train/003/003_20.PNG,3,0,train
train/003/003_21.PNG,3,0,train
train/003/003_22.PNG,3,0,train
train/003/003_23.PNG,3,0,train
train/003/003_24.PNG,3,0,train
train/003_forg/0121003_01.png,3,1,train
train/003_forg/0121003_02.png,3,1,train
train/003_forg/0121003_03.png,3,1,train
train/003_forg/0121003_04.png,3,1,train
train/003_forg/0126003_01.png,3,1,train
train/003_forg/0126003_02.png,3,1,train
train/003_forg/0126003_03.png,3,1,train
train/003_forg/0126003_04.png,3,1,train
train/003_forg/0206003_01.png,3,1,train
train/003_forg/0206003_02.png,3,1,train
train/003_forg/0206003_03.png,3,1,train
train/003_forg/0206003_04.png,3,1,train
train/004/004_01.PNG,4,0,train
train/004/004_02.PNG,4,0,train
train/004/004_03.PNG,4,0,train
train/004/004_04.PNG,4,0,train
train/004/004_05.PNG,4,0,train
train/004/004_06.PNG,4,0,train
train/004/004_07.PNG,4,0,train
train/004/004_08.PNG,4,0,train
train/004/004_09.PNG,4,0,train
train/004/004_10.PNG,4,0,train
train/004/004_11.PNG,4,0,train
train/004/004_12.PNG,4,0,train
train/004/004_13.PNG,4,0,train
train/004/004_14.PNG,4,0,train
train/004/004_15.PNG,4,0,train
train/004/004_16.PNG,4,0,train
train/004/004_17.PNG,4,0,train
train/004/004_18.PNG,4,0,train
train/004/004_19.PNG,4,0,train
train/004/004_20.PNG,4,0,train
train/004/004_21.PNG,4,0,train
train/004/004_22.PNG,4,0,train
train/004/004_23.PNG,4,0,train
train/004/004_24.PNG,4,0,train
train/004_forg/0103004_02.png,4,1,train
train/004_forg/0103004_03.png,4,1,train
train/004_forg/0103004_04.png,4,1,train
train/004_forg/0105004_01.png,4,1,train
train/004_forg/0105004_02.png,4,1,train
train/004_forg/0105004_03.png,4,1,train
train/004_forg/0105004_04.png,4,1,train
train/004_forg/0124004_01.png,4,1,train
train/004_forg/0124004_02.png,4,1,train
train/004_forg/0124004_03.png,4,1,train
train/004_forg/0124004_04.png,4,1,train
train/006/006_01.PNG,6,0,train
train/006/006_02.PNG,6,0,train
train/006/006_03.PNG,6,0,train
train/006/006_04.PNG,6,0,train
train/006/006_05.PNG,6,0,train
train/006/006_06.PNG,6,0,train
train/006/006_07.PNG,6,0,train
train/006/006_08.PNG,6,0,train
train/006/006_09.PNG,6,0,train
train/006/006_10.PNG,6,0,train
train/006/006_11.PNG,6,0,train
train/006/006_12.PNG,6,0,train
train/006/006_13.PNG,6,0,train
train/006/006_14.PNG,6,0,train
train/006/006_15.PNG,6,0,train
train/006/006_16.PNG,6,0,train
train/006/006_17.PNG,6,0,train
train/006/006_18.PNG,6,0,train
train/006/006_19.PNG,6,0,train
train/006/006_20.PNG,6,0,train
train/006/006_21.PNG,6,0,train
train/006/006_22.PNG,6,0,train
train/006/006_23.PNG,6,0,train
train/006/006_24.PNG,6,0,train
train/006_forg/0111006_01.png,6,1,train
train/006_forg/0111006_02.png,6,1,train
train/006_forg/0111006_03.png,6,1,train
train/006_forg/0111006_04.png,6,1,train
train/006_forg/0202006_01.png,6,1,train
train/006_forg/0202006_02.png,6,1,train
train/006_forg/0202006_03.png,6,1,train
train/006_forg/0202006_04.png,6,1,train
train/006_forg/0205006_01.png,6,1,train
train/006_forg/0205006_02.png,6,1,train
train/006_forg/0205006_03.png,6,1,train
train/006_forg/0205006_04.png,6,1,train
train/009/009_01.PNG,9,0,train
train/009/009_02.PNG,9,0,train
train/009/009_03.PNG,9,0,train
train/009/009_04.PNG,9,0,train
train/009/009_05.PNG,9,0,train
train/009/009_06.PNG,9,0,train
train/009/009_07.PNG,9,0,train
train/009/009_08.PNG,9,0,train
train/009/009_09.PNG,9,0,train
train/009/009_10.PNG,9,0,train
train/009/009_11.PNG,9,0,train
train/009/009_12.PNG,9,0,train
train/009/009_13.PNG,9,0,train
train/009/009_14.PNG,9,0,train
train/009/009_15.PNG,9,0,train
train/009/009_16.PNG,9,0,train
train/009/009_17.PNG,9,0,train
train/009/009_18.PNG,9,0,train
train/009/009_19.PNG,9,0,train
train/009/009_20.PNG,9,0,train
train/009/009_21.PNG,9,0,train
train/009/009_22.PNG,9,0,train
train/009/009_23.PNG,9,0,train
train/009/009_24.PNG,9,0,train
train/009_forg/0117009_01.png,9,1,train
train/009_forg/0117009_02.png,9,1,train
train/009_forg/0117009_03.png,9,1,train
train/009_forg/0117009_04.png,9,1,train
train/009_forg/0123009_01.png,9,1,train
train/009_forg/0123009_02.png,9,1,train
train/009_forg/0123009_03.png,9,1,train
train/009_forg/0123009_04.png,9,1,train
train/009_forg/0201009_01.png,9,1,train
train/009_forg/0201009_02.png,9,1,train
train/009_forg/0201009_03.png,9,1,train
train/009_forg/0201009_04.png,9,1,train
train/012/012_01.PNG,12,0,train
train/012/012_02.PNG,12,0,train
train/012/012_03.PNG,12,0,train
train/012/012_04.PNG,12,0,train
train/012/012_05.PNG,12,0,train
train/012/012_06.PNG,12,0,train
train/012/012_07.PNG,12,0,train
train/012/012_08.PNG,12,0,train
train/012/012_09.PNG,12,0,train
train/012/012_10.PNG,12,0,train
train/012/012_11.PNG,12,0,train
train/012/012_12.PNG,12,0,train
train/012/012_13.PNG,12,0,train
